Index,Dataset,Average number of tokens,Number of unique tokens,Minimum number of tokens,Maximum number of tokens,Mean distance,Fisher ratio,CalHara Index,DaBou Index,Number of cluster,Pearson Med,Number of labels,Kurtosis,Misclassification rate,Number of classes,ASR_TextFooler,ASR_PWWS,ASR_BERT,ASR_DeepWordBug
370,amazon_review_full,98.97,9057,16,359,4.238564619,13.13377667,2938.682529,0,0,0.616959559,5,2.111570044,0.84,5,0.63,0.99,Nan,0.74
371,tweet_eval_emoji_2,22.91222222,4212,5,50,2.660334559,19.67692411,17669.87785,0,0,0,2,1,0.54,2,0.24,0.43,Nan,0.33
372,amazon_review_full,98.13888889,8820,20,285,4.407809535,12.79360202,2862.568452,0,0,1.013143551,5,1.850741249,0.89,5,0.72,0.96,Nan,0.69
373,banking77__14,16.79777778,1126,5,89,7.73466544,7.873661596,536.6203211,0,0,-0.821754875,14,4.180317111,1,14,0.88,0.93,0.97,0.8
374,tweet_eval_emoji_5,23.21666667,4317,5,49,4.474247172,13.39376279,2996.854424,3.408336272,2,0.398373691,5,2.42139046,0.81,5,0.59,0.67,Nan,0.69
375,banking77__5,16.00555556,1068,5,65,4.36222633,12.97375344,2902.877332,0,0,1.988980632,5,2.384071972,0.89,5,0.88,0.9,0.91,0.8
376,dbpedia,66.25444444,9597,12,188,7.811092463,7.813115874,532.4938973,0,0,0.099028239,14,2.538195406,0.9,14,0.39,0.41,0.6,0.14
377,dbpedia,67.18888889,9790,10,201,7.842870604,7.827063205,533.4444615,0,0,0.439387575,14,2.36159506,0.86,14,0.38,0.44,Nan,0.15
378,tweet_eval_emoji_14,23.04222222,4123,5,47,9.130509949,8.307887167,566.2144638,0,0,0.924754475,14,5.110367211,0.91,14,0.63,0.74,Nan,0.71
379,tweet_eval_emoji_10,22.94444444,4191,5,56,6.963107421,9.574665777,946.8280602,0,0,1.14689084,10,3.699820229,0.75,10,0.55,0.69,Nan,0.69
380,banking77__2,16.34555556,1084,5,72,2.649726376,18.66048093,16757.11188,0,0,0,2,1,1,2,0.84,0.82,0.78,0.38
381,banking77__5,16.46888889,1156,5,80,4.379083921,12.81466761,2867.281877,0,0,-0.885936635,5,2.64895439,0.86,5,0.87,0.91,0.95,0.76
382,dbpedia,64.58333333,9595,11,230,7.829695946,7.780408994,530.2647976,0,0,0.13494224,14,2.849492226,0.93,14,0.4,0.46,0.72,0.12
383,banking77__5,16.22555556,1097,6,89,4.38700061,12.75877215,2854.775268,0,0,1.58113883,5,2.488425926,0.84,5,0.88,0.87,Nan,0.71
384,banking77__2,16.41111111,1099,6,73,2.531415835,19.49789098,17509.1061,0,0,0,2,1,0.54,2,0.81,0.79,Nan,0.3
385,tweet_eval_emoji_14,22.65444444,4102,6,52,9.388154203,8.358167708,569.6412761,0,0,0.961754036,14,7.480309553,0.88,14,0.62,0.74,Nan,0.67
386,yelp_review_full,190.1955556,9109,5,1229,4.4179211,12.52453338,2802.364343,0,0,-1.277914127,5,1.55469563,0.82,5,0.67,0.96,Nan,0.56
387,banking77__4,16.44888889,1093,5,67,3.739155757,14.58417806,4355.807846,0,0,0.90913729,4,2,0.91,4,0.89,0.95,Nan,0.76
388,tweet_eval_emoji_4,22.97555556,4254,5,61,3.878540775,14.88574778,4445.876672,0,0,0.888604235,4,2.108117314,1,4,0.6,0.73,Nan,0.64
389,banking77__5,16.57666667,1099,5,69,4.363759547,12.91679737,2890.133412,0,0,-0.834460875,5,1.495244847,0.84,5,0.89,0.9,0.93,0.86
390,tweet_eval_emoji_5,23.03555556,4316,5,54,4.377008369,13.41373949,3001.324212,3.401571005,2,0.534297527,5,2.837295351,0.81,5,0.65,0.69,Nan,0.75
391,banking77__2,16.25,1101,6,70,2.645121714,18.74434999,16832.42629,0,0,0,2,1,0.54,2,0.77,0.81,Nan,0.47
392,banking77__10,16.86444444,1145,6,89,6.391408907,9.280226428,917.7112801,0,0,0.851102709,10,4.255785924,0.91,10,0.93,0.97,Nan,0.87
393,dbpedia,66.62333333,9510,11,163,7.861865856,7.744351989,527.807374,0,0,0.952500953,14,2.517206243,0.93,14,0.34,0.43,0.69,0.14
394,yelp_review_full,188.8366667,9108,4,1406,4.350645627,12.83775536,2872.447762,0,0,0,5,1.964843169,0.87,5,0.73,0.88,Nan,Nan
395,tweet_eval_emoji_14,23.00888889,4223,5,61,9.147932246,8.353228345,569.3046395,0,0,1.233444076,14,7.250724334,0.88,14,0.62,0.72,Nan,0.75
396,tweet_eval_emoji_4,23.48,4348,5,55,3.876929609,14.73682733,4401.399096,0,0,1.532915311,4,2.305727111,1,4,0.55,0.69,Nan,0.56
397,yelp_review_full,179.6066667,8895,7,1355,4.324827493,12.81863521,2868.169627,0,0,-0.570581021,5,2.614801853,0.95,5,0.66,0.93,Nan,Nan
398,dbpedia,66.35666667,9673,9,228,7.907071678,7.66950566,522.7063088,0,0,-0.537587202,14,3.252022519,0.92,14,0.39,0.42,0.63,0.2
399,tweet_eval_emoji_5,23.21666667,4303,6,67,4.547529662,12.96289978,2900.448827,3.037311318,2,1.112907717,5,3.119604936,0.88,5,0.6,0.68,Nan,0.72
480,tweet_eval_emoji_2,23.35333333,4298,4,52,2.514542581,20.60147097,18500.12093,2.685165388,2,0,2,1,1,2,0.27,0.36,Nan,0.46
481,tweet_eval_emoji_5,22.98333333,4177,6,61,4.598505358,12.66825491,2834.522037,0,0,1.465292469,5,2.393063544,0.81,5,0.6,0.69,Nan,0.63
482,ag_news,44.60555556,7403,14,208,3.867468968,14.2222633,4247.715972,0,0,0,4,1.991769582,0.91,4,0.49,0.59,Nan,0.18
483,tweet_eval_emoji_10,22.81666667,4161,6,55,7.051347209,9.706169212,959.8322887,0,0,1.184051561,10,4.562938906,0.96,10,0.56,0.64,Nan,0.6
484,tweet_eval_emoji_10,23.27666667,4268,4,61,7.105666466,9.538212896,943.2232752,0,0,1.089645086,10,5.250037602,0.96,10,0.56,0.65,Nan,0.69
485,yelp_review_full,188.3155556,9002,4,1425,4.400862088,12.81762586,2867.943786,0,0,-1.309556805,5,2.906426606,0.88,5,0.64,0.9,Nan,Nan
486,banking77__14,16.53,1110,6,80,7.736025532,7.898375019,538.3046359,2.728505912,2,0.944356366,14,2.22050671,0.93,14,0.83,0.88,0.94,0.75
487,ag_news,47.41333333,7578,16,289,4.000627055,14.00247601,4182.072836,0,0,0,4,1.696995202,0.81,4,0.47,0.41,0.5,0.12
488,banking77__2,16.79333333,1134,6,95,2.63700872,19.53345789,17541.04518,0,0,0,2,1,0.54,2,0.77,0.77,0.71,0.43
489,ag_news,47.00666667,7487,16,268,3.859931406,14.44650632,4314.689887,0,0,-0.209274032,4,1.924414371,0.92,4,0.58,0.61,0.56,0.15
490,banking77__14,16.68222222,1149,4,85,7.818683376,7.819084626,532.9006907,3.162473498,2,-0.327813326,14,2.331523072,0.89,14,0.88,0.93,0.95,0.82
491,tweet_eval_emoji_14,23.37777778,4214,4,55,9.055057385,8.540879568,582.0937921,0,0,0.954062636,14,5.588532656,0.88,14,0.67,0.75,Nan,0.69
492,dbpedia,67.19888889,9731,11,142,7.72447124,7.888780524,537.6507342,0,0,0.480308445,14,5.898807483,0.91,14,0.42,0.45,0.7,0.1
493,yelp_review_full,182.5944444,9089,5,1290,4.438626166,12.50664671,2798.362201,0,0,0,5,1.431539375,0.82,5,0.74,0.91,Nan,Nan
494,banking77__14,16.72222222,1095,5,71,7.61715413,7.972105978,543.3296844,0,0,0.722560595,14,2.810444175,0.92,14,0.88,0.93,0.93,0.83
495,tweet_eval_emoji_14,23.36444444,4230,5,61,9.496165591,8.329337252,567.6763696,0,0,0.824312398,14,6.106730127,0.88,14,0.58,0.7,Nan,0.61
496,tweet_eval_emoji_10,22.86333333,4228,5,54,7.203771155,9.454714885,934.9662498,0,0,1.342927962,10,4.375572109,0.96,10,0.59,0.68,Nan,0.72
497,banking77__4,16.46,1088,6,73,3.797287074,14.34918684,4285.623803,0,0,0.441128773,4,2.031292915,0.79,4,0.87,0.94,Nan,0.65
498,yelp_review_full,181.6866667,8932,7,1054,4.373099308,12.57692892,2814.087845,0,0,1.808410583,5,1.254225257,0.8,5,0.73,0.94,Nan,0.62
499,banking77__2,16.68444444,1101,5,69,2.59670835,18.95137592,17018.33558,0,0,0,2,1,1,2,0.8,0.82,0.76,0.48
